"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 17:28:30 GMT 2021","Fri Aug 13 17:28:38 GMT 2021","8186","test","test_conduit","TestConduit","","","test_saving_data",""
"broken","Fri Aug 13 17:27:34 GMT 2021","Fri Aug 13 17:27:57 GMT 2021","23034","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 17:27:13 GMT 2021","Fri Aug 13 17:27:16 GMT 2021","2923","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 17:27:23 GMT 2021","Fri Aug 13 17:27:33 GMT 2021","10893","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Aug 13 17:28:16 GMT 2021","Fri Aug 13 17:28:29 GMT 2021","13029","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Fri Aug 13 17:28:48 GMT 2021","Fri Aug 13 17:29:13 GMT 2021","24382","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 17:27:58 GMT 2021","Fri Aug 13 17:28:15 GMT 2021","17025","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 17:29:13 GMT 2021","Fri Aug 13 17:29:38 GMT 2021","24493","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Fri Aug 13 17:28:39 GMT 2021","Fri Aug 13 17:28:48 GMT 2021","9001","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 17:27:18 GMT 2021","Fri Aug 13 17:27:21 GMT 2021","3019","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 17:27:01 GMT 2021","Fri Aug 13 17:27:01 GMT 2021","129","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 17:27:02 GMT 2021","Fri Aug 13 17:27:12 GMT 2021","9705","test","test_conduit","TestConduit","","","test_registration",""
